clay,phlegm,sulfur,mercury,aqua,utility,edibility,danger,wearability,blockiness,hate,lust,faith,energy,fuseable,rank,bias,stack_size,color_r,color_g,color_b,ball,digital,gem,glass,gold,magic,meat,metal,plant,plastic,stick,stone,string,wood,shoe,earth,fluff,foliage,leaf,cold,bright,letter,magnetite,ring,sky,capsule,water,fire,ball,digital,gem,glass,gold,magic,meat,metal,plant,plastic,stick,stone,string,wood,shoe,earth,fluff,foliage,leaf,cold,bright,letter,magnetite,ring,sky,capsule,water,fire
0.75,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,1.0,0.0,-0.1,30,0.35104139433551196,0.19635729847494554,0.3124880174291939,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.15,0.05,0.14,0.05,0.0,0.05,0.035,0.0,0.5,0.0,0.35000000000000003,0.15,0.025,1.0,0.0,0.0,30,0.37758605664488015,0.2607407407407407,0.2721220043572985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44,0.76,0.0,0.0,0.07,0.0,0.085,0.0,0.0,0.5,0.0,0.0,0.0,0.025,1.0,0.0,-0.08000000000000007,30,0.29827980271863347,0.21219776254059905,0.1388427763743534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.88,0.2,0.0,0.59,0.0,0.12,0.285,0.0,0.5,1.25,0.5,0.7875,0.035,1.0,0.0,0.0,30,0.5448540305010893,0.28291067538126363,0.29777777777777775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,1.0,0.2,0.0,0.2,0.0,0.12,0.285,0.0,0.5,1.25,0.3125,0.0,0.025,1.0,0.0,0.0,30,0.5717298474945534,0.23836165577342047,0.2619782135076253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,1.0,0.11,0.11,0.14,0.0,0.055,0.11,0.0,0.06,0.675,0.0,0.0,0.01,1.0,0.0,0.0,30,0.7869281045751634,0.5811764705882353,0.582483660130719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49,0.0,0.0,0.0,1.0,0.145,0.0,0.0,0.0,0.5,0.0,0.475,0.1,0.05,1.0,0.0,0.0,30,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.05,0.23,0.0,0.025,0.0,0.0,0.0,0.5,0.11249999999999999,0.0,0.0625,0.25,1.0,0.0,0.0,30,0.0872156862745098,0.05281045751633987,0.09925925925925926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.02,0.11,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1875,0.1,1.0,0.0,0.0,30,0.7725490196078432,0.9568627450980393,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.02,0.11,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.11249999999999999,0.0,0.1875,0.1,1.0,0.0,0.0,30,0.7725490196078432,0.9568627450980393,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.04,0.51,1.0,0.0,0.06,0.0,0.0,0.0,0.5,0.0,1.0125000000000002,0.0,0.3,1.0,0.5,-0.3000000000000007,30,0.8039564270152505,0.6319651416122004,0.386718954248366,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.0,0.0,0.0,30,0.4800348583877996,0.4781525054466231,0.4245925925925926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.05000000000000071,30,0.38325054466230934,0.42455773420479304,0.3289934640522876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.40441176470588236,0.4520588235294118,0.3515686274509804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.5,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.45786492374727666,0.5449411764705883,0.339921568627451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.29,0.0,0.25,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.5198039215686274,0.6004901960784313,0.3865686274509804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.39,0.16,0.36,0.0,0.0,0.0,0.185,0.0,0.095,0.0,0.0,1.25,0.02,1.0,0.0,0.0,30,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.88,1.0,0.23,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3875,0.5,1.0,0.07,0.0,30,0.6074074074074074,0.6788671023965142,0.5731590413943355,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.3,0.3,0.05,0.05,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.549124183006536,0.7816470588235294,0.40616993464052287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0,0.22,0.96,0.11,0.055,0.0,0.055,0.0,0.5,0.0,0.0,0.0,0.2,1.0,0.0,0.0,30,0.5864052287581699,0.6095860566448802,0.5636949891067539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0,0.22,0.96,0.11,0.055,0.0,0.055,0.0,0.5,0.0,0.0,0.0,0.2,1.0,0.0,0.0,30,0.5864052287581699,0.6095860566448802,0.5636949891067539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67,0.14,0.22,0.59,0.0,0.5,0.08,0.25,0.0,0.5,1.25,0.0,1.25,1.5,1.0,0.5,0.0,30,0.332880174291939,0.332880174291939,0.332880174291939,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.025,0.025,0.5,0.17500000000000002,1.25,0.8125,0.1,1.0,0.0,0.0,30,0.9684357298474946,0.40017429193899784,0.48641394335511984,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.88,1.0,0.23,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3875,0.5,1.0,0.07,0.0,30,0.690631808278867,0.5298300653594771,0.540165577342048,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.0,0.0,0.5,0.0,0.6125,1.25,0.5,1.0,0.3,0.0,1,0.6659370725034199,0.6659370725034199,0.6659370725034199,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.41,1.0,0.0,0.0,0.115,0.03,0.0,0.5,0.0,0.0,1.25,1.0,1.0,0.3,0.0,30,0.3984488017429194,0.443520697167756,0.4429281045751634,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.73,0.32,0.15,0.6,0.0,0.5,0.0,0.0,0.0,0.28,0.0,0.17500000000000002,0.6,0.3,1.0,0.0,0.15000000000000036,30,0.8086046068913002,0.5918142014087189,0.3715971825623453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.4,1.0,0.2,0.0,5,0.7722875816993464,0.905359477124183,0.9048366013071896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,1.0,0.22,0.07,0.2,0.04,0.12,0.11,0.0,0.5,0.0,0.15,0.0,0.025,1.0,0.0,0.0,30,0.7326710239651416,0.5622832244008714,0.48582135076252725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.88,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3875,0.5,1.0,0.07,0.0,30,0.643363834422658,0.6025098039215686,0.5822222222222222,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,1.0,0.065,0.0,0.0,0.0,0.5,0.17500000000000002,0.0,0.6625000000000001,1.0,1.0,0.0,0.0,30,0.596078431372549,0.5686274509803921,0.7254901960784313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.91,0.0,0.0,0.47,0.0,0.42,0.0,0.0,0.06,0.0,1.25,0.625,0.01,1.0,0.0,0.0,30,0.5705352411234764,0.48454336689630806,0.5264794205970676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.17,0.0,0.0,0.5,0.0,0.0,0.0,0.025,1.0,0.0,0.0,30,0.23686758654078915,0.3051319293149358,0.22001936577099976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,1.0,0.77,0.55,0.01,0.5,0.21,0.0,0.05,0.5,0.0,1.2125,0.2625,1.0,1.0,1.0,-0.5,5,0.9421176470588235,0.7402352941176471,0.736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.17,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.0,0.0,0.0,30,0.4351023965141612,0.42609150326797385,0.3319564270152505,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.12,1.0,0.0,0.0,30,0.43747276688453157,0.4122178649237473,0.3916688453159041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.65,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.3769607843137255,0.3432352941176471,0.3926470588235294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.29,0.09,1.0,0.01,0.5,0.095,0.085,0.05,0.5,0.0,0.0,1.25,1.0,1.0,1.0,-0.5,5,0.6897759103641457,0.9047619047619048,0.9310924369747899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.89,0.24,0.43,0.13,0.025,0.24,0.0,0.5,0.5,0.0,1.25,1.25,0.08,1.0,0.0,0.0,30,0.9676514161220043,0.8862222222222222,0.9531503267973856,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24,1.0,0.51,0.17,0.49,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.1,1.0,0.5,-1.0,30,0.3568627450980392,0.8117647058823529,0.9803921568627451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,1.0,0.58,0.1,0.1,0.5,0.095,0.0,0.0,0.5,0.0,0.0,1.25,0.1,1.0,0.5,-1.0,30,0.6296470588235294,0.5183790849673202,0.4792679738562092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57,0.0,0.17,0.76,0.0,0.145,0.0,0.04,0.0,0.5,0.0,0.1,0.3375,0.9,1.0,0.5,-0.5,30,0.4735686274509804,0.4528976034858388,0.3844183006535948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.5,1.0,0.0,0.0,30,0.6779782135076253,0.5355119825708061,0.7572461873638344,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79,1.0,0.35,0.86,0.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.7,1.0,0.5,-0.5,30,0.46551633986928104,0.36561220043572984,0.46555119825708063,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.98,0.34,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.4,1.0,0.4,0.0,5,0.923117889130961,0.8882110869038974,0.9339143064633261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.52,0.32,0.15,0.0,0.0,0.09,0.0,0.5,0.1625,0.41250000000000003,0.8375,0.2,1.0,0.05,0.0,30,0.4341786492374728,0.20644880174291938,0.223599128540305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.88,0.3,0.0,0.69,0.0,0.345,0.0,0.0,0.5,0.0,0.0,0.28750000000000003,0.2,1.0,0.0,0.0,30,0.3632069716775599,0.39761220043572987,0.18814814814814815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.04,0.07,1.0,0.0,0.5,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.5,1.0,0.0,0.0,30,0.6134379084967321,0.6446535947712418,0.7100130718954248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.04,0.07,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,30,0.6174989106753813,0.6495686274509804,0.7138649237472767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.0,0.32,0.26,0.62,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.28750000000000003,0.1,1.0,0.0,0.0,30,0.984313725490196,0.984313725490196,0.984313725490196,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.025,1.0,0.0,0.0,30,0.33369934640522875,0.34445315904139434,0.2127930283224401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,1.0,0.0,0.0,0.36,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.5062091503267974,0.5049019607843137,0.35980392156862745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.77,0.38,0.0,0.0,0.0,0.5,0.0,0.0,0.1375,0.035,1.0,0.0,0.0,30,0.1991285403050109,0.13500653594771242,0.19165141612200437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.39,0.77,0.38,0.0,0.0,0.0,0.5,0.8875,0.0,0.2,0.2,1.0,0.0,0.0,30,0.47001307189542485,0.27572984749455337,0.27602614379084967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,1.0,0.2,0.0,0.2,0.0,0.5,0.07,0.0,0.5,0.275,0.3125,0.7875,0.025,1.0,0.0,0.0,30,0.8083311546840959,0.3841045751633987,0.28721568627450983,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.0,0.0,0.5,0.0,0.6125,1.25,0.5,1.0,0.3,0.0,1,0.7025991792065663,0.7520899832801338,0.5661954704362365,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.5,1.0,0.1,-5.0,30,0.05577342047930283,0.0734640522875817,0.0884880174291939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.05,0.05,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8500000000000001,0.16,1.0,0.0,0.0,30,0.35813507625272334,0.40686710239651414,0.390082788671024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.88,0.3,0.0,0.69,0.0,0.345,0.0,0.0,0.5,0.0,0.0,0.28750000000000003,0.2,1.0,0.0,0.0,30,0.6645403050108932,0.3452897603485839,0.4005054466230937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
